Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,3506.500000,3687.219971,3469.229980,3609.290039,3609.290039,805723400
2018-02-01,3616.159912,3636.219971,3306.659912,3438.959961,3438.959961,939375200
2018-03-01,3429.959961,3448.629883,3261.860107,3361.500000,3361.500000,883934200
2018-04-01,3349.020020,3538.169922,3300.500000,3536.520020,3536.520020,644611700
2018-05-01,3536.419922,3596.199951,3391.010010,3406.649902,3406.649902,1071246100
2018-06-01,3420.840088,3540.639893,3340.850098,3395.600098,3395.600098,934147200
2018-07-01,3375.560059,3536.870117,3345.090088,3525.489990,3525.489990,659788000
2018-08-01,3527.820068,3531.610107,3349.139893,3392.899902,3392.899902,699098000
2018-09-01,3391.820068,3452.409912,3274.399902,3399.199951,3399.199951,805876300
2018-10-01,3399.959961,3425.449951,3090.850098,3197.510010,3197.510010,934508100
2018-11-01,3196.129883,3263.719971,3100.770020,3173.129883,3173.129883,771053200
2018-12-01,3187.330078,3244.979980,2908.699951,3001.419922,3001.419922,837031100
2019-01-01,2982.800049,3177.100098,2936.760010,3159.429932,3159.429932,753291600
2019-02-01,3162.459961,3301.020020,3124.620117,3298.260010,3298.260010,756865600
2019-03-01,3306.590088,3422.340088,3273.679932,3351.709961,3351.709961,832301600
2019-04-01,3353.669922,3515.149902,3353.669922,3514.620117,3514.620117,700858500
2019-05-01,3514.620117,3514.620117,3258.040039,3280.429932,3280.429932,910607700
2019-06-01,3274.969971,3496.790039,3248.540039,3473.689941,3473.689941,714701500
2019-07-01,3476.080078,3573.570068,3455.129883,3466.850098,3466.850098,741670500
2019-08-01,3458.010010,3491.159912,3239.199951,3426.760010,3426.760010,857706200
2019-09-01,3426.239990,3578.040039,3406.550049,3569.449951,3569.449951,778672500
2019-10-01,3573.080078,3637.939941,3398.639893,3604.409912,3604.409912,843400000
2019-11-01,3610.219971,3733.449951,3607.679932,3703.580078,3703.580078,713883000
2019-12-01,3703.760010,3794.929932,3594.800049,3745.149902,3745.149902,665270200
2020-01-01,3754.239990,3813.800049,3639.439941,3640.909912,3640.909912,715810700
2020-02-01,3646.860107,3867.280029,3283.179932,3329.489990,3329.489990,1011963900
2020-03-01,3355.330078,3448.239990,2302.840088,2786.899902,2786.899902,2073063900
2020-04-01,2760.540039,3023.830078,2626.100098,2927.929932,2927.929932,1089113300
2020-05-01,2927.929932,3102.959961,2708.070068,3050.199951,3050.199951,1057222700
2020-06-01,3063.000000,3394.899902,3054.110107,3234.070068,3234.070068,1297683900
2020-07-01,3239.860107,3451.159912,3174.320068,3174.320068,3174.320068,891595900
2020-08-01,3177.760010,3377.439941,3173.979980,3272.510010,3272.510010,736317100
2020-09-01,3279.110107,3396.020020,3097.669922,3193.610107,3193.610107,942069500
2020-10-01,3207.169922,3305.770020,2920.870117,2958.209961,2958.209961,739832700
2020-11-01,2969.370117,3538.520020,2953.919922,3492.540039,3492.540039,1041773500
2020-12-01,3499.280029,3603.169922,3401.139893,3552.639893,3552.639893,721302100
2021-01-01,3565.679932,3657.830078,3473.760010,3481.439941,3481.439941,737416800
2021-02-01,3492.860107,3742.530029,3492.860107,3636.439941,3636.439941,768062000
2021-03-01,3658.120117,3929.489990,3656.209961,3919.209961,3919.209961,754728700
2021-04-01,3922.360107,4040.879883,3922.360107,3974.739990,3974.739990,520876300
2021-05-01,3979.500000,4075.870117,3857.760010,4039.459961,4039.459961,603718000
