Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,137.300003,147.000000,130.949997,133.449997,98.592346,531352338
2018-02-01,134.199997,147.850006,123.099998,143.000000,105.647850,684821913
2018-03-01,143.500000,145.149994,130.750000,142.199997,105.056824,605516290
2018-04-01,142.199997,155.050003,137.350006,153.800003,113.626854,485970121
2018-05-01,154.649994,156.800003,140.199997,145.899994,107.790359,734431426
2018-06-01,146.449997,160.699997,142.550003,157.649994,123.124451,648301615
2018-07-01,157.449997,164.500000,143.699997,148.750000,116.173561,599663043
2018-08-01,149.100006,151.250000,140.850006,143.300003,111.917122,555203824
2018-09-01,143.300003,156.000000,142.250000,154.899994,120.976707,578612896
2018-10-01,154.300003,156.449997,144.399994,147.199997,114.963013,660268134
2018-11-01,146.649994,156.649994,127.750000,137.750000,112.854774,881403799
2018-12-01,138.000000,141.000000,129.050003,134.899994,110.519844,475899261
2019-01-01,134.899994,139.550003,129.449997,136.399994,111.748749,481806401
2019-02-01,137.300003,140.699997,117.050003,124.500000,101.999413,572880408
2019-03-01,124.250000,126.150002,114.099998,114.199997,93.560905,501100575
2019-04-01,114.849998,116.250000,104.099998,106.250000,87.047691,460702830
2019-05-01,106.000000,107.400002,92.300003,93.519997,76.618355,599681298
2019-06-01,93.480003,97.019997,85.059998,87.779999,78.169266,586904983
2019-07-01,88.199997,91.459999,72.498001,76.080002,67.750259,667756076
2019-08-01,78.139999,78.139999,63.988998,69.699997,62.068787,568304210
2019-09-01,69.800003,77.599998,66.440002,73.739998,65.666458,569071614
2019-10-01,74.500000,75.660004,66.400002,72.559998,64.615654,673910943
2019-11-01,72.559998,83.959999,69.959999,80.220001,73.048355,755357200
2019-12-01,81.180000,95.320000,76.959999,89.300003,81.316605,463253330
2020-01-01,89.300003,93.690002,84.839996,84.839996,77.255318,476028376
2020-02-01,85.279999,94.094002,69.440002,72.120003,65.672493,922010382
2020-03-01,74.019997,76.621002,35.009998,38.080002,34.675659,1127597281
2020-04-01,36.799999,42.798000,29.100000,39.900002,36.332951,1173909429
2020-05-01,39.599998,41.090000,33.900002,36.520000,33.255123,1449645164
2020-06-01,36.790001,46.222000,36.330002,38.540001,38.540001,1371254742
2020-07-01,38.419998,56.000000,37.570000,48.770000,48.770000,814931595
2020-08-01,48.900002,50.520000,42.896999,46.040001,46.040001,530733943
2020-09-01,46.200001,48.259998,38.070000,40.090000,40.090000,460344351
2020-10-01,41.000000,42.599998,36.450001,37.180000,37.180000,454995274
2020-11-01,37.080002,47.660000,35.689999,44.119999,44.119999,621524737
2020-12-01,44.310001,46.615002,39.844002,46.599998,46.599998,607580599
2021-01-01,46.599998,53.820000,45.500000,51.779999,51.779999,508538846
2021-02-01,51.820000,54.978001,49.957001,52.759998,52.759998,487812981
2021-03-01,53.740002,56.740002,50.459999,54.139999,54.139999,539540841
2021-04-01,54.480000,59.320000,53.919998,56.660000,56.660000,299668249
2021-05-01,56.660000,58.419998,52.540001,53.099998,53.099998,183432161
