Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,16.500000,18.334999,16.424999,17.465000,12.613142,54770222
2018-02-01,17.625000,18.469999,16.625000,18.049999,13.035625,55003913
2018-03-01,18.000000,18.875000,17.165001,17.450001,12.602308,66965513
2018-04-01,17.450001,19.120001,16.775000,19.110001,14.655231,50347407
2018-05-01,19.110001,21.040001,19.030001,20.110001,15.422121,33374165
2018-06-01,20.070000,20.850000,19.459999,20.440001,15.675195,30523009
2018-07-01,20.340000,22.290001,20.160000,21.480000,16.472755,28602828
2018-08-01,21.459999,22.180000,20.350000,21.799999,16.718161,24598566
2018-09-01,21.780001,22.910000,21.030001,21.590000,16.557116,31021049
2018-10-01,21.610001,22.049999,18.049999,18.594999,14.260283,39612156
2018-11-01,18.645000,19.825001,17.969999,18.410000,14.118410,34369787
2018-12-01,18.655001,20.410000,18.160000,19.100000,14.647562,25516061
2019-01-01,19.100000,20.290001,18.495001,19.820000,15.199721,32317026
2019-02-01,20.299999,21.139999,18.580000,19.520000,14.969657,33572038
2019-03-01,19.570000,20.200001,18.230000,18.230000,13.980371,39886027
2019-04-01,18.370001,19.410000,18.084999,18.840000,15.290184,43488649
2019-05-01,18.840000,19.840000,18.190001,19.129999,15.525542,28128886
2019-06-01,19.100000,19.620001,18.790001,19.434999,15.773075,27541587
2019-07-01,19.535000,21.480000,19.280001,20.799999,16.880884,31368274
2019-08-01,20.900000,21.030001,19.730000,20.010000,16.239735,26074433
2019-09-01,20.030001,21.700001,19.959999,21.690001,17.603191,28675264
2019-10-01,21.700001,22.120001,20.530001,21.889999,17.765507,31940139
2019-11-01,21.889999,21.889999,20.790001,21.389999,17.359716,24519301
2019-12-01,21.410000,22.500000,20.900000,22.000000,17.854780,24737308
2020-01-01,22.000000,23.459999,21.129999,21.860001,17.741159,42714365
2020-02-01,21.730000,22.900000,19.120001,19.280001,15.647281,43679098
2020-03-01,19.600000,20.490000,12.250000,13.375000,10.854896,100649275
2020-04-01,13.150000,16.094999,12.950000,15.150000,13.403150,79447002
2020-05-01,15.150000,17.280001,14.540000,17.219999,16.381096,59949715
2020-06-01,17.325001,18.090000,16.004999,16.905001,16.081442,64779507
2020-07-01,16.910000,18.580000,16.760000,17.219999,16.381096,38460893
2020-08-01,17.219999,18.240000,16.549999,17.715000,16.851982,43916480
2020-09-01,17.834999,17.879999,16.700001,17.275000,16.433416,39449260
2020-10-01,17.370001,18.535000,15.880000,16.150000,15.363223,39823459
2020-11-01,16.285000,19.375000,16.139999,19.205000,18.269392,47080562
2020-12-01,19.285000,19.950001,18.139999,19.700001,18.740278,45817606
2021-01-01,19.700001,21.860001,19.700001,19.985001,19.011395,35247047
2021-02-01,20.000000,22.240000,20.000000,20.690001,19.682049,31398852
2021-03-01,20.549999,23.480000,20.230000,22.760000,21.651205,46791246
2021-04-01,22.900000,23.540001,21.660000,21.850000,20.785538,33395979
2021-05-01,21.889999,23.230000,21.760000,22.790001,22.790001,20103234
